,tournament,elitism,elitism limit,mutation,crossing over,3-mer diversity,5-mer diversity,lowest pairwise distance,final pairwise distance,best fitness,best fitness generation,fitness slope,3-mer slope,5-mer slope,pairwise slope
165,5,1,20,0.2,0.8,70,72,3.6366666666666667,6.876666666666667,-587.5389479463427,1,0.6218155784269347,-3.2857142857142856,-2.4390977443609025,-0.16254631638384504
166,5,1,20,0.25,0.75,75,84,5.5978260869565215,8.26086956521739,-596.4286459158595,3,0.3701474028641719,-2.9518796992481207,-1.690225563909774,-0.11563894915153498
167,5,1,20,0.3,0.7,59,67,3.8379446640316206,5.231884057971015,-587.3610537667165,2,-0.4343452053878534,-5.862406015037594,-5.256390977443609,-0.44744082255327766
168,5,2,2,0.05,0.95,44,64,4.372294372294372,4.372294372294372,-587.1484729437503,0,3.656393685706472,-4.749624060150376,-4.1120300751879695,-0.49235342591373954
169,5,2,2,0.1,0.9,33,49,4.233333333333333,4.308300395256917,-589.7795467729792,10,-0.07025734561624634,-5.0398496240601505,-3.585714285714286,-0.2017809767814585
170,5,2,2,0.15,0.85,46,58,4.134057971014493,5.228260869565218,-578.0022730455129,5,-0.6588345385819259,-5.167669172932331,-3.682706766917293,-0.32364783500252603
171,5,2,2,0.2,0.8,47,61,3.7681159420289854,4.94,-577.937947243826,5,2.09811575477024,-4.9526315789473685,-3.2759398496240606,-0.3217704976727534
172,5,2,2,0.25,0.75,70,75,5.101449275362318,5.101449275362318,-575.7367678224597,14,-1.29147001433608,-4.211278195488722,-2.8060150375939847,-0.2754632232755802
173,5,2,2,0.3,0.7,69,57,4.466403162055336,5.481884057971015,-578.3900088555039,12,1.517309168062884,-4.007518796992481,-3.4195488721804512,-0.21699921741111675
174,5,2,3,0.05,0.95,45,82,4.019047619047619,6.8933333333333335,-593.8826278900599,19,-0.5438803763119616,-4.5511278195488725,-1.7736842105263158,-0.16601775047443573
175,5,2,3,0.1,0.9,58,73,5.68,5.943333333333333,-586.0327532783786,1,0.7318556634006003,-5.338345864661654,-4.332330827067669,-0.47223109156289933
176,5,2,3,0.15,0.85,59,68,3.9802371541501977,5.865612648221344,-583.9367963293851,2,0.3380682131677709,-2.8112781954887223,-0.586466165413534,-0.03039976564788594
177,5,2,3,0.2,0.8,55,47,4.217391304347826,4.462450592885376,-613.3944301618831,7,0.8161617072581052,-3.7090225563909773,-2.992481203007519,-0.20390598036593457
178,5,2,3,0.25,0.75,58,75,4.0519480519480515,5.43,-595.6410366795806,1,1.1645003079635812,-4.552631578947368,-2.542857142857143,-0.27378944396564536
179,5,2,3,0.3,0.7,49,49,4.550724637681159,4.550724637681159,-590.2411240324438,19,-0.013106384284881051,-4.555639097744361,-4.4939849624060155,-0.365374122846121
180,5,2,5,0.05,0.95,65,109,3.158102766798419,8.623333333333333,-584.7805521120993,18,0.8330380980638807,-2.5466165413533837,0.9406015037593985,0.051231847454875065
181,5,2,5,0.1,0.9,43,69,5.365942028985507,6.438735177865612,-569.3491372792066,0,0.4854036595770302,-4.851127819548873,-1.784962406015038,-0.11009906895980776
182,5,2,5,0.15,0.85,62,78,5.373333333333333,6.934782608695652,-593.8998620136301,3,1.9821840747337467,-3.749624060150376,-1.7390977443609024,-0.1572422219476296
183,5,2,5,0.2,0.8,58,55,3.822463768115942,5.163333333333333,-589.6269641594605,8,3.914901401395718,-3.841353383458646,-2.6834586466165415,-0.25042181823842496
184,5,2,5,0.25,0.75,74,104,5.3478260869565215,6.3478260869565215,-591.5980867032656,16,3.7264203797645417,-4.15639097744361,-2.1285714285714286,-0.3068604685061043
185,5,2,5,0.3,0.7,71,80,4.673333333333333,8.37,-600.7020633877919,5,2.807602555799178,-3.2526315789473688,-2.222556390977444,-0.11771265119320039
186,5,2,20,0.05,0.95,48,75,3.7786561264822134,5.7101449275362315,-581.6620519078199,7,-0.6549735454608806,-4.227067669172933,-1.8120300751879699,-0.221129539129109
187,5,2,20,0.1,0.9,36,33,4.0,4.057894736842106,-587.1408631954636,6,4.5814782973286245,-4.184962406015038,-3.4857142857142858,-0.30948020995558023
188,5,2,20,0.15,0.85,69,89,5.203463203463204,6.101449275362318,-586.0628098233767,1,-0.004515974767924094,-3.4518796992481207,-0.8774436090225567,-0.1956622697341887
189,5,2,20,0.2,0.8,64,52,3.3533333333333335,4.420289855072464,-580.1961626666928,13,2.0799307766381037,-4.395488721804512,-4.918796992481203,-0.4100763440146623
190,5,2,20,0.25,0.75,57,68,5.434782608695652,8.662337662337663,-598.7018948704532,13,1.0990375538618926,-3.9398496240601504,-3.04812030075188,-0.2589113580110638
191,5,2,20,0.3,0.7,76,121,5.723333333333334,8.983333333333333,-595.7311521493042,0,1.8115621659790857,-2.5360902255639104,0.008270676691729302,-0.01921192874903237
